日期,買賣權別,身份別,未平倉口數買賣淨額,未平倉契約金額買賣淨額(千元)
2017/6/28,CALL,外資及陸資,89754,526797
2017/6/28,PUT,自營商,26452,84350
2017/6/28,PUT,投信,0,-114
2017/6/28,PUT,外資及陸資,97278,139066
2017/6/29,CALL,自營商,-13809,-164613
2017/6/29,CALL,投信,0,-367
2017/6/29,CALL,外資及陸資,85521,536738
2017/6/29,PUT,自營商,50620,60987
2017/6/29,PUT,投信,0,-74
2017/6/29,PUT,外資及陸資,106149,115733
2017/6/30,CALL,自營商,-17208,-169456
2017/6/30,CALL,投信,0,-306
2017/6/30,CALL,外資及陸資,91196,506260
2017/6/30,PUT,自營商,61001,76195
2017/6/30,PUT,投信,0,-101
2017/6/30,PUT,外資及陸資,121392,160794
2017/7/3,CALL,自營商,-10493,-177605
2017/7/3,CALL,投信,0,-363
2017/7/3,CALL,外資及陸資,89327,517917
2017/7/3,PUT,自營商,58167,83567
2017/7/3,PUT,投信,0,-66
2017/7/3,PUT,外資及陸資,122844,136297
2017/7/4,CALL,自營商,-1262,-122171
2017/7/4,CALL,投信,0,-254
2017/7/4,CALL,外資及陸資,91459,416787
2017/7/4,PUT,自營商,43251,76370
2017/7/4,PUT,投信,0,-96
2017/7/4,PUT,外資及陸資,139072,183910
2017/7/5,CALL,自營商,-38219,-161748
2017/7/5,CALL,投信,0,-350
2017/7/5,CALL,外資及陸資,92078,507628
2017/7/5,PUT,自營商,11200,42613
2017/7/5,PUT,投信,0,-47
2017/7/5,PUT,外資及陸資,135985,150345
2017/7/6,CALL,自營商,-40345,-176360
2017/7/6,CALL,投信,0,-293
2017/7/6,CALL,外資及陸資,90556,457775
2017/7/6,PUT,自營商,55153,70888
2017/7/6,PUT,投信,0,-54
2017/7/6,PUT,外資及陸資,144027,177629
2017/7/7,CALL,自營商,-39147,-123247
2017/7/7,CALL,投信,0,-188
2017/7/7,CALL,外資及陸資,92023,382206
2017/7/7,PUT,自營商,64772,110902
2017/7/7,PUT,投信,0,-92
2017/7/7,PUT,外資及陸資,151907,231018
2017/7/10,CALL,自營商,-22719,-106697
2017/7/10,CALL,投信,0,-175
2017/7/10,CALL,外資及陸資,89242,366270
2017/7/10,PUT,自營商,63170,62267
2017/7/10,PUT,投信,0,-64
2017/7/10,PUT,外資及陸資,154248,204417
2017/7/11,CALL,自營商,-5467,-163873
2017/7/11,CALL,投信,0,-429
2017/7/11,CALL,外資及陸資,92535,527585
2017/7/11,PUT,自營商,34663,56901
2017/7/11,PUT,投信,0,-16
2017/7/11,PUT,外資及陸資,158601,137993
2017/7/12,CALL,自營商,-40837,-134732
2017/7/12,CALL,投信,0,-407
2017/7/12,CALL,外資及陸資,87160,500040
2017/7/12,PUT,自營商,3119,73266
2017/7/12,PUT,投信,0,-14
2017/7/12,PUT,外資及陸資,176800,149599
2017/7/13,CALL,自營商,-13153,-198637
2017/7/13,CALL,投信,0,-639
2017/7/13,CALL,外資及陸資,89470,608509
2017/7/13,PUT,自營商,12860,38534
2017/7/13,PUT,投信,0,-3
2017/7/13,PUT,外資及陸資,184378,111988
2017/7/14,CALL,自營商,-19394,-210927
2017/7/14,CALL,投信,0,-603
2017/7/14,CALL,外資及陸資,86801,552777
2017/7/14,PUT,自營商,28863,45192
2017/7/14,PUT,投信,0,0
2017/7/14,PUT,外資及陸資,187743,113329
2017/7/17,CALL,自營商,-10503,-230007
2017/7/17,CALL,投信,0,-726
2017/7/17,CALL,外資及陸資,87960,581363
2017/7/17,PUT,自營商,24013,40591
2017/7/17,PUT,投信,0,-1
2017/7/17,PUT,外資及陸資,191490,106160
2017/7/18,CALL,自營商,-6771,-287263
2017/7/18,CALL,投信,0,-822
2017/7/18,CALL,外資及陸資,81424,593376
2017/7/18,PUT,自營商,19956,27949
2017/7/18,PUT,投信,0,0
2017/7/18,PUT,外資及陸資,189517,88946
2017/7/19,CALL,自營商,12344,-61618
2017/7/19,CALL,投信,0,-240
2017/7/19,CALL,外資及陸資,59408,473365
2017/7/19,PUT,自營商,-27030,2982
2017/7/19,PUT,投信,0,-158
2017/7/19,PUT,外資及陸資,93723,74111
2017/7/20,CALL,自營商,10555,-102650
2017/7/20,CALL,投信,0,-249
2017/7/20,CALL,外資及陸資,62490,476037
2017/7/20,PUT,自營商,232,17356
2017/7/20,PUT,投信,0,-149
2017/7/20,PUT,外資及陸資,112068,74033
2017/7/21,CALL,自營商,6500,-106493
2017/7/21,CALL,投信,0,-175
2017/7/21,CALL,外資及陸資,62911,413662
2017/7/21,PUT,自營商,21453,39520
2017/7/21,PUT,投信,0,-206
2017/7/21,PUT,外資及陸資,118529,95485
2017/7/24,CALL,自營商,25329,-107526
2017/7/24,CALL,投信,0,-201
2017/7/24,CALL,外資及陸資,63012,428747
2017/7/24,PUT,自營商,11922,29912
2017/7/24,PUT,投信,0,-153
2017/7/24,PUT,外資及陸資,118780,82132
2017/7/25,CALL,自營商,18145,-138625
2017/7/25,CALL,投信,0,-193
2017/7/25,CALL,外資及陸資,63470,426499
2017/7/25,PUT,自營商,17255,45322
2017/7/25,PUT,投信,0,-158
2017/7/25,PUT,外資及陸資,120277,80829
2017/7/26,CALL,自營商,2874,-104657
2017/7/26,CALL,投信,0,-149
2017/7/26,CALL,外資及陸資,64008,382533
2017/7/26,PUT,自營商,-3223,59007
2017/7/26,PUT,投信,0,-175
2017/7/26,PUT,外資及陸資,117885,88849
2017/7/27,CALL,自營商,29494,-133082
2017/7/27,CALL,投信,0,-298
2017/7/27,CALL,外資及陸資,69265,489639
2017/7/27,PUT,自營商,-15318,-6598
2017/7/27,PUT,投信,0,-70
2017/7/27,PUT,外資及陸資,123982,64456
2017/7/28,CALL,自營商,2058,-131672
2017/7/28,CALL,投信,0,-148
2017/7/28,CALL,外資及陸資,72429,398259
2017/7/28,PUT,自營商,11833,114684
2017/7/28,PUT,投信,0,-157
2017/7/28,PUT,外資及陸資,151220,131887
2017/7/31,CALL,自營商,5625,-141419
2017/7/31,CALL,投信,0,-144
2017/7/31,CALL,外資及陸資,75096,405176
2017/7/31,PUT,自營商,-5688,65546
2017/7/31,PUT,投信,0,-127
2017/7/31,PUT,外資及陸資,160168,118450
2017/8/1,CALL,自營商,11889,-107266
2017/8/1,CALL,投信,0,-157
2017/8/1,CALL,外資及陸資,77189,413186
2017/8/1,PUT,自營商,-16608,66510
2017/8/1,PUT,投信,0,-109
2017/8/1,PUT,外資及陸資,162167,113828
2017/8/2,CALL,自營商,3118,-116620
2017/8/2,CALL,投信,0,-271
2017/8/2,CALL,外資及陸資,79822,483856
2017/8/2,PUT,自營商,-32455,45633
2017/8/2,PUT,投信,0,-56
2017/8/2,PUT,外資及陸資,153743,94619
2017/8/3,CALL,自營商,-9867,-190444
2017/8/3,CALL,投信,0,-214
2017/8/3,CALL,外資及陸資,75219,436882
2017/8/3,PUT,自營商,8,91890
2017/8/3,PUT,投信,0,-87
2017/8/3,PUT,外資及陸資,181662,136796
2017/8/4,CALL,自營商,-7238,-252930
2017/8/4,CALL,投信,0,-258
2017/8/4,CALL,外資及陸資,74218,469643
2017/8/4,PUT,自營商,4649,56920
2017/8/4,PUT,投信,0,-59
2017/8/4,PUT,外資及陸資,190565,157302
2017/8/7,CALL,自營商,1823,-257176
2017/8/7,CALL,投信,0,-416
2017/8/7,CALL,外資及陸資,78579,573999
2017/8/7,PUT,自營商,-25412,30490
2017/8/7,PUT,投信,0,-19
2017/8/7,PUT,外資及陸資,200190,149324
2017/8/8,CALL,自營商,-12929,-290452
2017/8/8,CALL,投信,0,-429
2017/8/8,CALL,外資及陸資,77352,553358
2017/8/8,PUT,自營商,-19898,39032
2017/8/8,PUT,投信,0,-20
2017/8/8,PUT,外資及陸資,214719,162634
2017/8/9,CALL,自營商,-24169,-238839
2017/8/9,CALL,投信,0,-271
2017/8/9,CALL,外資及陸資,75510,487508
2017/8/9,PUT,自營商,-22240,93176
2017/8/9,PUT,投信,0,-42
2017/8/9,PUT,外資及陸資,219455,237547
2017/8/10,CALL,自營商,-23046,-160425
2017/8/10,CALL,投信,0,-61
2017/8/10,CALL,外資及陸資,71188,394434
2017/8/10,PUT,自營商,-44917,74410
2017/8/10,PUT,投信,210,657
2017/8/10,PUT,外資及陸資,292844,380017
2017/8/11,CALL,自營商,-22586,-125023
2017/8/11,CALL,投信,0,-17
2017/8/11,CALL,外資及陸資,77247,403494
2017/8/11,PUT,自營商,-53968,-293
2017/8/11,PUT,投信,210,724
2017/8/11,PUT,外資及陸資,333414,495290
2017/8/14,CALL,自營商,-33335,-94412
2017/8/14,CALL,投信,0,-6
2017/8/14,CALL,外資及陸資,76151,343010
2017/8/14,PUT,自營商,-57030,1529
2017/8/14,PUT,投信,1410,3000
2017/8/14,PUT,外資及陸資,329678,534247
2017/8/15,CALL,自營商,-34992,-133727
2017/8/15,CALL,投信,0,-5
2017/8/15,CALL,外資及陸資,71546,375413
2017/8/15,PUT,自營商,-56531,-33535
2017/8/15,PUT,投信,1200,1382
2017/8/15,PUT,外資及陸資,324098,327929
2017/8/16,CALL,自營商,-3489,-130521
2017/8/16,CALL,投信,0,-167
2017/8/16,CALL,外資及陸資,66592,334183
2017/8/16,PUT,自營商,-51728,-101017
2017/8/16,PUT,投信,0,-175
2017/8/16,PUT,外資及陸資,152915,296450
2017/8/17,CALL,自營商,20411,-149929
2017/8/17,CALL,投信,0,-214
2017/8/17,CALL,外資及陸資,73346,378724
2017/8/17,PUT,自營商,-28784,-117643
2017/8/17,PUT,投信,0,-135
2017/8/17,PUT,外資及陸資,167835,220867
2017/8/18,CALL,自營商,9804,-178237
2017/8/18,CALL,投信,0,-184
2017/8/18,CALL,外資及陸資,75641,354418
2017/8/18,PUT,自營商,-8433,-103943
2017/8/18,PUT,投信,0,-162
2017/8/18,PUT,外資及陸資,183866,293019
2017/8/21,CALL,自營商,12136,-172163
2017/8/21,CALL,投信,0,-188
2017/8/21,CALL,外資及陸資,75452,351651
2017/8/21,PUT,自營商,-11905,-109230
2017/8/21,PUT,投信,0,-149
2017/8/21,PUT,外資及陸資,185132,279179
2017/8/22,CALL,自營商,32782,-71385
2017/8/22,CALL,投信,0,-240
2017/8/22,CALL,外資及陸資,86129,421329
2017/8/22,PUT,自營商,-38077,-118135
2017/8/22,PUT,投信,0,-87
2017/8/22,PUT,外資及陸資,185773,220023
2017/8/23,CALL,自營商,23653,-95226
2017/8/23,CALL,投信,0,-249
2017/8/23,CALL,外資及陸資,84377,420558
2017/8/23,PUT,自營商,-61111,-123070
2017/8/23,PUT,投信,0,-79
2017/8/23,PUT,外資及陸資,179372,219674
2017/8/24,CALL,自營商,38769,-57722
2017/8/24,CALL,投信,0,-345
2017/8/24,CALL,外資及陸資,93903,531363
2017/8/24,PUT,自營商,-69137,-119982
2017/8/24,PUT,投信,0,-52
2017/8/24,PUT,外資及陸資,190907,181678
2017/8/25,CALL,自營商,26405,-88901
2017/8/25,CALL,投信,0,-403
2017/8/25,CALL,外資及陸資,98707,592833
2017/8/25,PUT,自營商,-57020,-80301
2017/8/25,PUT,投信,0,-35
2017/8/25,PUT,外資及陸資,203354,192461
2017/8/28,CALL,自營商,21597,-108748
2017/8/28,CALL,投信,0,-394
2017/8/28,CALL,外資及陸資,101102,608324
2017/8/28,PUT,自營商,-64893,-132610
2017/8/28,PUT,投信,0,-39
2017/8/28,PUT,外資及陸資,210023,239629
2017/8/29,CALL,自營商,25386,-103297
2017/8/29,CALL,投信,0,-372
2017/8/29,CALL,外資及陸資,100670,577962
2017/8/29,PUT,自營商,-50381,-137033
2017/8/29,PUT,投信,0,-48
2017/8/29,PUT,外資及陸資,218395,280437
2017/8/30,CALL,自營商,23266,-94335
2017/8/30,CALL,投信,0,-464
2017/8/30,CALL,外資及陸資,108222,669423
2017/8/30,PUT,自營商,-96898,-177968
2017/8/30,PUT,投信,0,-28
2017/8/30,PUT,外資及陸資,216365,295938
2017/8/31,CALL,自營商,25140,-133086
2017/8/31,CALL,投信,0,-499
2017/8/31,CALL,外資及陸資,111182,700550
2017/8/31,PUT,自營商,-96094,-179593
2017/8/31,PUT,投信,0,-27
2017/8/31,PUT,外資及陸資,221529,299451
2017/9/1,CALL,自營商,37295,-118078
2017/9/1,CALL,投信,0,-543
2017/9/1,CALL,外資及陸資,114245,740197
2017/9/1,PUT,自營商,-112246,-208764
2017/9/1,PUT,投信,0,-26
2017/9/1,PUT,外資及陸資,226185,290154
2017/9/4,CALL,自營商,39981,-126608
2017/9/4,CALL,投信,0,-507
2017/9/4,CALL,外資及陸資,114058,698226
2017/9/4,PUT,自營商,-112650,-228209
2017/9/4,PUT,投信,0,-25
2017/9/4,PUT,外資及陸資,232033,318005
2017/9/5,CALL,自營商,26210,-153168
2017/9/5,CALL,投信,0,-560
2017/9/5,CALL,外資及陸資,111517,735495
2017/9/5,PUT,自營商,-86023,-188329
2017/9/5,PUT,投信,0,-19
2017/9/5,PUT,外資及陸資,236015,310850
2017/9/6,CALL,自營商,26727,-177186
2017/9/6,CALL,投信,0,-446
2017/9/6,CALL,外資及陸資,113619,645770
2017/9/6,PUT,自營商,-85686,-219979
2017/9/6,PUT,投信,0,-27
2017/9/6,PUT,外資及陸資,245106,382734
2017/9/7,CALL,自營商,28760,-175423
2017/9/7,CALL,投信,0,-403
2017/9/7,CALL,外資及陸資,112633,589190
2017/9/7,PUT,自營商,-92510,-290118
2017/9/7,PUT,投信,0,-22
2017/9/7,PUT,外資及陸資,251347,406391
2017/9/8,CALL,自營商,40627,-170826
2017/9/8,CALL,投信,0,-508
2017/9/8,CALL,外資及陸資,114731,682583
2017/9/8,PUT,自營商,-109731,-273559
2017/9/8,PUT,投信,0,-17
2017/9/8,PUT,外資及陸資,256937,365196
2017/9/11,CALL,自營商,22573,-209871
2017/9/11,CALL,投信,0,-534
2017/9/11,CALL,外資及陸資,105603,649816
2017/9/11,PUT,自營商,-84632,-172598
2017/9/11,PUT,投信,0,-13
2017/9/11,PUT,外資及陸資,264280,320806
2017/9/12,CALL,自營商,24251,-196308
2017/9/12,CALL,投信,0,-551
2017/9/12,CALL,外資及陸資,112465,676909
2017/9/12,PUT,自營商,-81207,-139778
2017/9/12,PUT,投信,0,-6
2017/9/12,PUT,外資及陸資,267515,272029
2017/9/13,CALL,自營商,4188,-211982
2017/9/13,CALL,投信,0,-399
2017/9/13,CALL,外資及陸資,111392,558682
2017/9/13,PUT,自營商,-88866,-159530
2017/9/13,PUT,投信,0,-7
2017/9/13,PUT,外資及陸資,277915,309349
2017/9/14,CALL,自營商,10781,-207742
2017/9/14,CALL,投信,-427,-960
2017/9/14,CALL,外資及陸資,112751,550644
2017/9/14,PUT,自營商,-104358,-180614
2017/9/14,PUT,投信,-448,-1526
2017/9/14,PUT,外資及陸資,285497,279291
2017/9/15,CALL,自營商,-1916,-229400
2017/9/15,CALL,投信,-427,-1185
2017/9/15,CALL,外資及陸資,113665,600664
2017/9/15,PUT,自營商,-98901,-147860
2017/9/15,PUT,投信,-448,-1235
2017/9/15,PUT,外資及陸資,292409,256057
2017/9/18,CALL,自營商,13070,-211143
2017/9/18,CALL,投信,-427,-1752
2017/9/18,CALL,外資及陸資,116635,695330
2017/9/18,PUT,自營商,-110673,-132899
2017/9/18,PUT,投信,-448,-852
2017/9/18,PUT,外資及陸資,296770,211299
2017/9/19,CALL,自營商,-27232,-281822
2017/9/19,CALL,投信,-427,-1228
2017/9/19,CALL,外資及陸資,125507,620854
2017/9/19,PUT,自營商,-66941,-66010
2017/9/19,PUT,投信,-448,-1053
2017/9/19,PUT,外資及陸資,303034,263662
2017/9/20,CALL,自營商,11691,-55798
2017/9/20,CALL,投信,-643,-697
2017/9/20,CALL,外資及陸資,70383,337111
2017/9/20,PUT,自營商,-61245,-157269
2017/9/20,PUT,投信,-673,-1391
2017/9/20,PUT,外資及陸資,163948,306242
2017/9/21,CALL,自營商,39123,-30020
2017/9/21,CALL,投信,-643,-809
2017/9/21,CALL,外資及陸資,77931,379224
2017/9/21,PUT,自營商,-64459,-116459
2017/9/21,PUT,投信,-673,-864
2017/9/21,PUT,外資及陸資,177976,257015
2017/9/22,CALL,自營商,20303,-38719
2017/9/22,CALL,投信,-643,-309
2017/9/22,CALL,外資及陸資,83586,267232
2017/9/22,PUT,自營商,-36446,-104280
2017/9/22,PUT,投信,-673,-1828
2017/9/22,PUT,外資及陸資,197938,445274
2017/9/25,CALL,自營商,-7952,-25574
2017/9/25,CALL,投信,-216,-54
2017/9/25,CALL,外資及陸資,82653,208687
2017/9/25,PUT,自營商,-38765,-118251
2017/9/25,PUT,投信,-637,-2732
2017/9/25,PUT,外資及陸資,205225,584098
2017/9/26,CALL,自營商,-18343,2148
2017/9/26,CALL,投信,-216,-24
2017/9/26,CALL,外資及陸資,89039,176309
2017/9/26,PUT,自營商,-34655,-163112
2017/9/26,PUT,投信,-637,-3572
2017/9/26,PUT,外資及陸資,210253,699214
2017/9/27,CALL,自營商,6417,-22014
2017/9/27,CALL,投信,-215,-60
2017/9/27,CALL,外資及陸資,83883,199831
2017/9/27,PUT,自營商,-57870,-220387
2017/9/27,PUT,投信,-640,-2434
2017/9/27,PUT,外資及陸資,209852,536088
2017/9/28,CALL,自營商,15877,-39385
2017/9/28,CALL,投信,-425,-123
2017/9/28,CALL,外資及陸資,86083,183188
2017/9/28,PUT,自營商,-47697,-223824
2017/9/28,PUT,投信,-640,-2504
2017/9/28,PUT,外資及陸資,220119,542946
2017/9/29,CALL,自營商,31234,-30548
2017/9/29,CALL,投信,-425,-97
2017/9/29,CALL,外資及陸資,92327,189305
2017/9/29,PUT,自營商,-55105,-225689
2017/9/29,PUT,投信,-640,-2049
2017/9/29,PUT,外資及陸資,227102,497868
2017/9/30,CALL,自營商,34485,-17209
2017/9/30,CALL,投信,-425,-133
2017/9/30,CALL,外資及陸資,98294,217533
2017/9/30,PUT,自營商,-58912,-154096
2017/9/30,PUT,投信,-640,-1228
2017/9/30,PUT,外資及陸資,230332,369880
2017/10/2,CALL,自營商,37061,28342
2017/10/2,CALL,投信,-425,-263
2017/10/2,CALL,外資及陸資,116957,276468
2017/10/2,PUT,自營商,-66087,-97638
2017/10/2,PUT,投信,-640,-674
2017/10/2,PUT,外資及陸資,236873,284178
2017/10/3,CALL,自營商,28452,-17759
2017/10/3,CALL,投信,-425,-232
2017/10/3,CALL,外資及陸資,119721,282627
2017/10/3,PUT,自營商,-52077,-79950
2017/10/3,PUT,投信,-640,-525
2017/10/3,PUT,外資及陸資,237275,264714
2017/10/5,CALL,自營商,8582,-49993
2017/10/5,CALL,投信,-420,-315
2017/10/5,CALL,外資及陸資,117909,335668
2017/10/5,PUT,自營商,-72961,-73822
2017/10/5,PUT,投信,-636,-371
2017/10/5,PUT,外資及陸資,235029,237633
2017/10/6,CALL,自營商,27403,-74450
2017/10/6,CALL,投信,-420,-336
2017/10/6,CALL,外資及陸資,120274,359513
2017/10/6,PUT,自營商,-40453,-56588
2017/10/6,PUT,投信,-636,-250
2017/10/6,PUT,外資及陸資,239609,229464
2017/10/11,CALL,自營商,25235,-68104
2017/10/11,CALL,投信,-417,-854
2017/10/11,CALL,外資及陸資,128792,503417
2017/10/11,PUT,自營商,-68036,-40958
2017/10/11,PUT,投信,-635,-100
2017/10/11,PUT,外資及陸資,251633,180919
2017/10/12,CALL,自營商,23124,-107995
2017/10/12,CALL,投信,-606,-1171
2017/10/12,CALL,外資及陸資,135932,623373
2017/10/12,PUT,自營商,-77792,-31997
2017/10/12,PUT,投信,-635,-58
2017/10/12,PUT,外資及陸資,263081,146304
2017/10/13,CALL,自營商,9363,-171728
2017/10/13,CALL,投信,-608,-970
2017/10/13,CALL,外資及陸資,136125,634814
2017/10/13,PUT,自營商,-71863,-18077
2017/10/13,PUT,投信,-635,-53
2017/10/13,PUT,外資及陸資,271921,134153
2017/10/16,CALL,自營商,8067,-165705
2017/10/16,CALL,投信,-608,-1435
2017/10/16,CALL,外資及陸資,135111,732056
2017/10/16,PUT,自營商,-81122,-16482
2017/10/16,PUT,投信,-630,-466
2017/10/16,PUT,外資及陸資,273012,132816
2017/10/17,CALL,自營商,19367,-128192
2017/10/17,CALL,投信,-605,-1038
2017/10/17,CALL,外資及陸資,134248,641854
2017/10/17,PUT,自營商,-94085,-19143
2017/10/17,PUT,投信,-630,-525
2017/10/17,PUT,外資及陸資,278682,153007
2017/10/18,CALL,自營商,24938,-46293
2017/10/18,CALL,投信,-614,-809
2017/10/18,CALL,外資及陸資,90083,566871
2017/10/18,PUT,自營商,-87485,-64063
2017/10/18,PUT,投信,-645,-667
2017/10/18,PUT,外資及陸資,192098,140584
2017/10/19,CALL,自營商,46104,-51825
2017/10/19,CALL,投信,-614,-964
2017/10/19,CALL,外資及陸資,97421,630162
2017/10/19,PUT,自營商,-83638,-86676
2017/10/19,PUT,投信,-645,-502
2017/10/19,PUT,外資及陸資,191774,106775
2017/10/20,CALL,自營商,49580,-68506
2017/10/20,CALL,投信,-614,-742
2017/10/20,CALL,外資及陸資,100580,582520
2017/10/20,PUT,自營商,-68235,-100012
2017/10/20,PUT,投信,-645,-549
2017/10/20,PUT,外資及陸資,195851,106340
2017/10/23,CALL,自營商,49789,-77793
2017/10/23,CALL,投信,-614,-661
2017/10/23,CALL,外資及陸資,104611,576006
2017/10/23,PUT,自營商,-44190,-34880
2017/10/23,PUT,投信,-645,-452
2017/10/23,PUT,外資及陸資,202327,106096
2017/10/24,CALL,自營商,52797,-72977
2017/10/24,CALL,投信,-614,-645
2017/10/24,CALL,外資及陸資,107073,584118
2017/10/24,PUT,自營商,-45559,-46715
2017/10/24,PUT,投信,-645,-411
2017/10/24,PUT,外資及陸資,219566,135157
2017/10/25,CALL,自營商,28418,-83410
2017/10/25,CALL,投信,-614,-573
2017/10/25,CALL,外資及陸資,108994,579437
2017/10/25,PUT,自營商,-87594,-60317
2017/10/25,PUT,投信,-641,-510
2017/10/25,PUT,外資及陸資,230746,175761
2017/10/26,CALL,自營商,39045,-75954
2017/10/26,CALL,投信,-614,-443
2017/10/26,CALL,外資及陸資,114264,554429
2017/10/26,PUT,自營商,-88778,-106830
2017/10/26,PUT,投信,-641,-463
2017/10/26,PUT,外資及陸資,240242,213467
2017/10/27,CALL,自營商,36564,-78373
2017/10/27,CALL,投信,-614,-348
2017/10/27,CALL,外資及陸資,115363,517645
2017/10/27,PUT,自營商,-76125,-125809
2017/10/27,PUT,投信,-641,-451
2017/10/27,PUT,外資及陸資,264419,280492
2017/10/30,CALL,自營商,23135,-85425
2017/10/30,CALL,投信,-614,-472
2017/10/30,CALL,外資及陸資,120514,558976
2017/10/30,PUT,自營商,-61120,-96657
2017/10/30,PUT,投信,-641,-311
2017/10/30,PUT,外資及陸資,269368,245024
2017/10/31,CALL,自營商,10072,-133867
2017/10/31,CALL,投信,-614,-630
2017/10/31,CALL,外資及陸資,119539,598983
2017/10/31,PUT,自營商,-65160,-87493
2017/10/31,PUT,投信,-641,-199
2017/10/31,PUT,外資及陸資,276901,215923
2017/11/1,CALL,自營商,8147,-122223
2017/11/1,CALL,投信,-614,-697
2017/11/1,CALL,外資及陸資,122038,652040
2017/11/1,PUT,自營商,-88962,-57935
2017/11/1,PUT,投信,-637,-248
2017/11/1,PUT,外資及陸資,282080,214986
2017/11/2,CALL,自營商,13141,-143980
2017/11/2,CALL,投信,-614,-491
2017/11/2,CALL,外資及陸資,126674,594582
2017/11/2,PUT,自營商,-78076,-77698
2017/11/2,PUT,投信,-637,-314
2017/11/2,PUT,外資及陸資,291367,230182
2017/11/3,CALL,自營商,-3333,-164353
2017/11/3,CALL,投信,-614,-444
2017/11/3,CALL,外資及陸資,127374,573656
2017/11/3,PUT,自營商,-61095,-53456
2017/11/3,PUT,投信,-637,-159
2017/11/3,PUT,外資及陸資,299294,215838
2017/11/6,CALL,自營商,-5551,-148574
2017/11/6,CALL,投信,-614,-260
2017/11/6,CALL,外資及陸資,131433,533187
2017/11/6,PUT,自營商,-65596,-66631
2017/11/6,PUT,投信,-637,-125
2017/11/6,PUT,外資及陸資,316708,247609
2017/11/7,CALL,自營商,-4851,-174181
2017/11/7,CALL,投信,-614,-431
2017/11/7,CALL,外資及陸資,137658,602573
2017/11/7,PUT,自營商,-76851,-50122
2017/11/7,PUT,投信,-638,-67
2017/11/7,PUT,外資及陸資,333740,207517
2017/11/8,CALL,自營商,-6466,-169128
2017/11/8,CALL,投信,-614,-230
2017/11/8,CALL,外資及陸資,140461,583480
2017/11/8,PUT,自營商,-96514,-31140
2017/11/8,PUT,投信,-665,-243
2017/11/8,PUT,外資及陸資,334584,196342
2017/11/9,CALL,自營商,-11773,-145074
2017/11/9,CALL,投信,-15,-34
2017/11/9,CALL,外資及陸資,150667,452051
2017/11/9,PUT,自營商,-86798,-14329
2017/11/9,PUT,投信,-681,-684
2017/11/9,PUT,外資及陸資,346685,230597
2017/11/10,CALL,自營商,-3765,-115891
2017/11/10,CALL,投信,-35,-48
2017/11/10,CALL,外資及陸資,159575,463286
2017/11/10,PUT,自營商,-83994,-7116
2017/11/10,PUT,投信,-702,-556
2017/11/10,PUT,外資及陸資,360982,202562
2017/11/13,CALL,自營商,-5627,-109839
2017/11/13,CALL,投信,-35,-27
2017/11/13,CALL,外資及陸資,164984,413796
2017/11/13,PUT,自營商,-84054,-13679
2017/11/13,PUT,投信,-679,-565
2017/11/13,PUT,外資及陸資,368258,215130
2017/11/14,CALL,自營商,-20051,-124229
2017/11/14,CALL,投信,-72,-83
2017/11/14,CALL,外資及陸資,172063,396507
2017/11/14,PUT,自營商,-64125,13514
2017/11/14,PUT,投信,-718,-532
2017/11/14,PUT,外資及陸資,373177,216937
2017/11/15,CALL,自營商,24294,-79240
2017/11/15,CALL,投信,-719,-786
2017/11/15,CALL,外資及陸資,99903,297495
2017/11/15,PUT,自營商,-83563,-35933
2017/11/15,PUT,投信,-727,-994
2017/11/15,PUT,外資及陸資,271794,291822
2017/11/16,CALL,自營商,27288,-100760
2017/11/16,CALL,投信,-719,-771
2017/11/16,CALL,外資及陸資,112843,313292
2017/11/16,PUT,自營商,-76709,-64153
2017/11/16,PUT,投信,-727,-843
2017/11/16,PUT,外資及陸資,272530,248578
2017/11/17,CALL,自營商,29367,-84047
2017/11/17,CALL,投信,-719,-1257
2017/11/17,CALL,外資及陸資,130542,425345
2017/11/17,PUT,自營商,-82710,-42055
2017/11/17,PUT,投信,-727,-464
2017/11/17,PUT,外資及陸資,278330,181644
2017/11/20,CALL,自營商,18520,-72916
2017/11/20,CALL,投信,-704,-837
2017/11/20,CALL,外資及陸資,136975,373312
2017/11/20,PUT,自營商,-59559,-17143
2017/11/20,PUT,投信,-727,-494
2017/11/20,PUT,外資及陸資,284948,195839
2017/11/21,CALL,自營商,22054,-86860
2017/11/21,CALL,投信,-704,-1896
2017/11/21,CALL,外資及陸資,158331,606284
2017/11/21,PUT,自營商,-71117,-5961
2017/11/21,PUT,投信,-727,-215
2017/11/21,PUT,外資及陸資,298872,173814
2017/11/22,CALL,自營商,9173,-139855
2017/11/22,CALL,投信,-724,-2570
2017/11/22,CALL,外資及陸資,161419,656159
2017/11/22,PUT,自營商,-83223,-16461
2017/11/22,PUT,投信,-718,-321
2017/11/22,PUT,外資及陸資,307340,176081
2017/11/23,CALL,自營商,11594,-158631
2017/11/23,CALL,投信,-724,-2852
2017/11/23,CALL,外資及陸資,164417,697645
2017/11/23,PUT,自營商,-78643,-1133
2017/11/23,PUT,投信,-718,-197
2017/11/23,PUT,外資及陸資,312305,160640
2017/11/24,CALL,自營商,5270,-172169
2017/11/24,CALL,投信,-737,-2820
2017/11/24,CALL,外資及陸資,168190,703887
2017/11/24,PUT,自營商,-65569,2736
2017/11/24,PUT,投信,-322,-183
2017/11/24,PUT,外資及陸資,319741,172852
