日期,買賣權別,身份別,未平倉口數買賣淨額,未平倉契約金額買賣淨額(千元)
2019/3/12,CALL,投信,-401,-571
2019/3/12,CALL,外資及陸資,95572,230967
2019/3/12,PUT,自營商,-32939,-28646
2019/3/12,PUT,投信,1750,2320
2019/3/12,PUT,外資及陸資,27886,-4635
2019/3/13,CALL,自營商,-32466,-2282
2019/3/13,CALL,投信,-401,-572
2019/3/13,CALL,外資及陸資,80305,197578
2019/3/13,PUT,自營商,-15941,651
2019/3/13,PUT,投信,1751,1798
2019/3/13,PUT,外資及陸資,18032,-15990
2019/3/14,CALL,自營商,-43062,-27442
2019/3/14,CALL,投信,-401,-371
2019/3/14,CALL,外資及陸資,80099,165816
2019/3/14,PUT,自營商,-8228,16425
2019/3/14,PUT,投信,1751,1910
2019/3/14,PUT,外資及陸資,22336,-21913
2019/3/15,CALL,自營商,-23546,46013
2019/3/15,CALL,投信,-401,-672
2019/3/15,CALL,外資及陸資,87347,228666
2019/3/15,PUT,自營商,-28435,-6572
2019/3/15,PUT,投信,1751,328
2019/3/15,PUT,外資及陸資,25087,-28599
2019/3/18,CALL,自營商,-37256,-3771
2019/3/18,CALL,投信,-401,-1218
2019/3/18,CALL,外資及陸資,89067,295848
2019/3/18,PUT,自營商,-24976,-23006
2019/3/18,PUT,投信,1751,5146
2019/3/18,PUT,外資及陸資,23332,-20005
2019/3/19,CALL,自營商,-36773,27671
2019/3/19,CALL,投信,-397,-902
2019/3/19,CALL,外資及陸資,91649,302884
2019/3/19,PUT,自營商,-28199,-31889
2019/3/19,PUT,投信,1751,4561
2019/3/19,PUT,外資及陸資,23184,-22685
2019/3/20,CALL,自營商,7087,87221
2019/3/20,CALL,投信,-353,-597
2019/3/20,CALL,外資及陸資,38646,139008
2019/3/20,PUT,自營商,-8351,-79323
2019/3/20,PUT,投信,1753,4174
2019/3/20,PUT,外資及陸資,-18519,-24711
2019/3/21,CALL,自營商,13445,141140
2019/3/21,CALL,投信,-353,-863
2019/3/21,CALL,外資及陸資,48860,186614
2019/3/21,PUT,自營商,-19852,-73190
2019/3/21,PUT,投信,1753,2929
2019/3/21,PUT,外資及陸資,-19886,-31853
2019/3/22,CALL,自營商,404,116027
2019/3/22,CALL,投信,-353,-892
2019/3/22,CALL,外資及陸資,56066,203309
2019/3/22,PUT,自營商,-9281,-29811
2019/3/22,PUT,投信,1753,2492
2019/3/22,PUT,外資及陸資,-24632,-40998
2019/3/25,CALL,自營商,-17476,58007
2019/3/25,CALL,投信,-353,-310
2019/3/25,CALL,外資及陸資,62132,126029
2019/3/25,PUT,自營商,-6277,-69856
2019/3/25,PUT,投信,1753,5821
2019/3/25,PUT,外資及陸資,3146,59560
2019/3/26,CALL,自營商,-16242,90759
2019/3/26,CALL,投信,-353,-456
2019/3/26,CALL,外資及陸資,69647,166286
2019/3/26,PUT,自營商,-11228,-51012
2019/3/26,PUT,投信,1753,3806
2019/3/26,PUT,外資及陸資,2954,21019
2019/3/27,CALL,自營商,-3548,71371
2019/3/27,CALL,投信,-353,-450
2019/3/27,CALL,外資及陸資,58012,166664
2019/3/27,PUT,自營商,-6000,-71979
2019/3/27,PUT,投信,1755,3514
2019/3/27,PUT,外資及陸資,-13433,6094
2019/3/28,CALL,自營商,-2749,39805
2019/3/28,CALL,投信,-353,-352
2019/3/28,CALL,外資及陸資,58613,146707
2019/3/28,PUT,自營商,-9131,-93510
2019/3/28,PUT,投信,1755,3893
2019/3/28,PUT,外資及陸資,-9922,864
2019/3/29,CALL,自營商,-5183,43779
2019/3/29,CALL,投信,-353,-651
2019/3/29,CALL,外資及陸資,60196,195711
2019/3/29,PUT,自營商,-230,-47791
2019/3/29,PUT,投信,1755,2142
2019/3/29,PUT,外資及陸資,-15929,-21049
2019/4/1,CALL,自營商,-10924,99785
2019/4/1,CALL,投信,-353,-834
2019/4/1,CALL,外資及陸資,71660,242211
2019/4/1,PUT,自營商,1078,-29943
2019/4/1,PUT,投信,1855,5932
2019/4/1,PUT,外資及陸資,-25155,-43286
2019/4/2,CALL,自營商,-6567,149321
2019/4/2,CALL,投信,-353,-987
2019/4/2,CALL,外資及陸資,71676,270522
2019/4/2,PUT,自營商,-6334,-35788
2019/4/2,PUT,投信,1855,4482
2019/4/2,PUT,外資及陸資,-32340,-57974
2019/4/3,CALL,自營商,-6697,128663
2019/4/3,CALL,投信,-325,-990
2019/4/3,CALL,外資及陸資,59775,267693
2019/4/3,PUT,自營商,-2058,486
2019/4/3,PUT,投信,1888,3595
2019/4/3,PUT,外資及陸資,-39878,-58913
2019/4/8,CALL,自營商,12473,186555
2019/4/8,CALL,投信,-325,-1351
2019/4/8,CALL,外資及陸資,67421,319673
2019/4/8,PUT,自營商,-25487,-76595
2019/4/8,PUT,投信,1898,1845
2019/4/8,PUT,外資及陸資,-40792,-52907
2019/4/9,CALL,自營商,14045,214057
2019/4/9,CALL,投信,-325,-1984
2019/4/9,CALL,外資及陸資,69862,405216
2019/4/9,PUT,自營商,-31195,-45263
2019/4/9,PUT,投信,1900,875
2019/4/9,PUT,外資及陸資,-38793,-35273
2019/4/10,CALL,自營商,2097,196206
2019/4/10,CALL,投信,-325,-2126
2019/4/10,CALL,外資及陸資,59215,408838
2019/4/10,PUT,自營商,-17562,-36017
2019/4/10,PUT,投信,1901,579
2019/4/10,PUT,外資及陸資,-40544,-36787
2019/4/11,CALL,自營商,-11312,120774
2019/4/11,CALL,投信,-325,-1444
2019/4/11,CALL,外資及陸資,55735,317579
2019/4/11,PUT,自營商,-2101,-32640
2019/4/11,PUT,投信,1901,559
2019/4/11,PUT,外資及陸資,-36374,-45712
2019/4/12,CALL,自營商,-11390,127083
2019/4/12,CALL,投信,-325,-1298
2019/4/12,CALL,外資及陸資,55686,298438
2019/4/12,PUT,自營商,-1123,-41071
2019/4/12,PUT,投信,1901,364
2019/4/12,PUT,外資及陸資,-40904,-47236
2019/4/15,CALL,自營商,513,159178
2019/4/15,CALL,投信,-222,-1534
2019/4/15,CALL,外資及陸資,62506,392265
2019/4/15,PUT,自營商,-13878,-27233
2019/4/15,PUT,投信,2051,100
2019/4/15,PUT,外資及陸資,-37422,-33641
2019/4/16,CALL,自營商,-8622,155026
2019/4/16,CALL,投信,-245,-1847
2019/4/16,CALL,外資及陸資,62000,446703
2019/4/16,PUT,自營商,-11500,-12491
2019/4/16,PUT,投信,2051,30
2019/4/16,PUT,外資及陸資,-35094,-29449
2019/4/17,CALL,自營商,7715,151442
2019/4/17,CALL,投信,-261,-509
2019/4/17,CALL,外資及陸資,33676,209179
2019/4/17,PUT,自營商,-8602,-63515
2019/4/17,PUT,投信,1811,3760
2019/4/17,PUT,外資及陸資,-30467,-21879
2019/4/18,CALL,自營商,3374,125910
2019/4/18,CALL,投信,-261,-378
2019/4/18,CALL,外資及陸資,35996,170539
2019/4/18,PUT,自營商,478,-61107
2019/4/18,PUT,投信,1811,4811
2019/4/18,PUT,外資及陸資,-26357,-14611
2019/4/19,CALL,自營商,-2954,135414
2019/4/19,CALL,投信,-261,-422
2019/4/19,CALL,外資及陸資,40808,173334
2019/4/19,PUT,自營商,2276,-57309
2019/4/19,PUT,投信,1811,3548
2019/4/19,PUT,外資及陸資,-28902,-29087
2019/4/22,CALL,自營商,-13654,119627
2019/4/22,CALL,投信,-261,-428
2019/4/22,CALL,外資及陸資,42690,178934
2019/4/22,PUT,自營商,10372,-35131
2019/4/22,PUT,投信,1811,3300
2019/4/22,PUT,外資及陸資,-28942,-29885
2019/4/23,CALL,自營商,-12202,155122
2019/4/23,CALL,投信,-261,-524
2019/4/23,CALL,外資及陸資,43862,192091
2019/4/23,PUT,自營商,10255,-29596
2019/4/23,PUT,投信,1811,2435
2019/4/23,PUT,外資及陸資,-30948,-23288
2019/4/24,CALL,自營商,-11583,104812
2019/4/24,CALL,投信,-261,-431
2019/4/24,CALL,外資及陸資,35937,169527
2019/4/24,PUT,自營商,8349,-19758
2019/4/24,PUT,投信,1812,2867
2019/4/24,PUT,外資及陸資,-30012,-17127
2019/4/25,CALL,自營商,-2499,158658
2019/4/25,CALL,投信,-261,-433
2019/4/25,CALL,外資及陸資,41867,184378
2019/4/25,PUT,自營商,1853,-52040
2019/4/25,PUT,投信,1812,2117
2019/4/25,PUT,外資及陸資,-28061,-13042
2019/4/26,CALL,自營商,-23077,90450
2019/4/26,CALL,投信,-261,-198
2019/4/26,CALL,外資及陸資,46008,140518
2019/4/26,PUT,自營商,14797,-20256
2019/4/26,PUT,投信,1812,3520
2019/4/26,PUT,外資及陸資,-3039,32070
2019/4/29,CALL,自營商,-17424,110892
2019/4/29,CALL,投信,-261,-170
2019/4/29,CALL,外資及陸資,48228,124966
2019/4/29,PUT,自營商,9970,-62251
2019/4/29,PUT,投信,1962,7183
2019/4/29,PUT,外資及陸資,-9107,8982
2019/4/30,CALL,自營商,-24167,103268
2019/4/30,CALL,投信,-261,-174
2019/4/30,CALL,外資及陸資,47219,122477
2019/4/30,PUT,自營商,18966,-25606
2019/4/30,PUT,投信,1962,6047
2019/4/30,PUT,外資及陸資,-9337,3255
2019/5/2,CALL,自營商,-13120,116264
2019/5/2,CALL,投信,-261,-144
2019/5/2,CALL,外資及陸資,40692,129985
2019/5/2,PUT,自營商,4332,-43433
2019/5/2,PUT,投信,1495,5098
2019/5/2,PUT,外資及陸資,-18038,-401
2019/5/3,CALL,自營商,-8588,170779
2019/5/3,CALL,投信,-261,-392
2019/5/3,CALL,外資及陸資,52402,184335
2019/5/3,PUT,自營商,625,-31810
2019/5/3,PUT,投信,1495,2528
2019/5/3,PUT,外資及陸資,-10191,4765
2019/5/6,CALL,自營商,-40566,42611
2019/5/6,CALL,投信,-174,-72
2019/5/6,CALL,外資及陸資,54296,103183
2019/5/6,PUT,自營商,20651,3599
2019/5/6,PUT,投信,1495,10459
2019/5/6,PUT,外資及陸資,2420,99352
2019/5/7,CALL,自營商,-18270,158912
2019/5/7,CALL,投信,-174,-96
2019/5/7,CALL,外資及陸資,70724,173593
2019/5/7,PUT,自營商,9066,-51489
2019/5/7,PUT,投信,1495,5818
2019/5/7,PUT,外資及陸資,14509,73093
2019/5/8,CALL,自營商,-23926,84492
2019/5/8,CALL,投信,-256,-329
2019/5/8,CALL,外資及陸資,54803,139213
2019/5/8,PUT,自營商,14836,-58676
2019/5/8,PUT,投信,1497,8293
2019/5/8,PUT,外資及陸資,-1382,78481
2019/5/9,CALL,自營商,-54394,8557
2019/5/9,CALL,投信,-258,-488
2019/5/9,CALL,外資及陸資,50579,77681
2019/5/9,PUT,自營商,30027,-21512
2019/5/9,PUT,投信,1497,15686
2019/5/9,PUT,外資及陸資,21885,208101
2019/5/10,CALL,自營商,-47381,64847
2019/5/10,CALL,投信,-258,-672
2019/5/10,CALL,外資及陸資,49926,58079
2019/5/10,PUT,自營商,7242,-55865
2019/5/10,PUT,投信,1367,13856
2019/5/10,PUT,外資及陸資,43006,202567
2019/5/13,CALL,自營商,-69389,24140
2019/5/13,CALL,投信,-258,-279
2019/5/13,CALL,外資及陸資,47782,43029
2019/5/13,PUT,自營商,4172,-143530
2019/5/13,PUT,投信,1269,22964
2019/5/13,PUT,外資及陸資,58133,374662
2019/5/14,CALL,自營商,-83448,9438
2019/5/14,CALL,投信,-258,-241
2019/5/14,CALL,外資及陸資,62366,54819
2019/5/14,PUT,自營商,-11535,-181361
2019/5/14,PUT,投信,1272,25909
2019/5/14,PUT,外資及陸資,56025,395563
2019/5/15,CALL,自營商,-15473,-13847
2019/5/15,CALL,投信,-258,-156
2019/5/15,CALL,外資及陸資,30115,75229
2019/5/15,PUT,自營商,30464,67506
2019/5/15,PUT,投信,1267,2238
2019/5/15,PUT,外資及陸資,-21538,-62903
2019/5/16,CALL,自營商,-13858,20578
2019/5/16,CALL,投信,-258,-90
2019/5/16,CALL,外資及陸資,37452,62920
2019/5/16,PUT,自營商,34962,36671
2019/5/16,PUT,投信,1267,3357
2019/5/16,PUT,外資及陸資,-26232,-57277
2019/5/17,CALL,自營商,-8226,27058
2019/5/17,CALL,投信,-100,-19
2019/5/17,CALL,外資及陸資,17152,33996
2019/5/17,PUT,自營商,30152,4568
2019/5/17,PUT,投信,1267,5424
2019/5/17,PUT,外資及陸資,-19655,-43618
2019/5/20,CALL,自營商,-13551,26557
2019/5/20,CALL,投信,-100,-20
2019/5/20,CALL,外資及陸資,27536,45692
2019/5/20,PUT,自營商,25669,55916
