期貨名稱,日期,到期月,開盤價,收盤價,每日結算價,未平倉合約數,無風險利率
TX201903 台指 2019/03,2018/10/11,2019/03,"10,010","9,575","9,580","2,947",1.045
TX201906 台指 2019/06,2018/10/11,2019/06,"9,965","9,550","9,550","1,179",1.045
TX201909 台指 2019/09,2018/10/11,2019/09,"9,572","9,150","9,158",447,1.045
TX201810 台指 2018/10,2018/10/12,2018/10,"9,736","9,948","9,958","85,868",1.045
TX201811 台指 2018/11,2018/10/12,2018/11,"9,712","9,926","9,942","19,679",1.045
TX201812 台指 2018/12,2018/10/12,2018/12,"9,698","9,909","9,926","3,785",1.045
TX201903 台指 2019/03,2018/10/12,2019/03,"9,647","9,872","9,877","2,935",1.045
TX201906 台指 2019/06,2018/10/12,2019/06,"9,606","9,840","9,840","1,249",1.045
TX201909 台指 2019/09,2018/10/12,2019/09,"9,193","9,444","9,454",447,1.045
TX201810 台指 2018/10,2018/10/15,2018/10,"9,899","9,860","9,862","72,036",1.045
TX201811 台指 2018/11,2018/10/15,2018/11,"9,883","9,843","9,845","38,271",1.045
TX201812 台指 2018/12,2018/10/15,2018/12,"9,872","9,832","9,833","3,927",1.045
TX201903 台指 2019/03,2018/10/15,2019/03,"9,833","9,792","9,792","2,895",1.045
TX201906 台指 2019/06,2018/10/15,2019/06,"9,753","9,750","9,752","1,195",1.045
TX201909 台指 2019/09,2018/10/15,2019/09,"9,393","9,370","9,370",465,1.045
TX201810 台指 2018/10,2018/10/16,2018/10,"9,885","9,951","9,949","47,540",1.045
TX201811 台指 2018/11,2018/10/16,2018/11,"9,865","9,909","9,908","71,859",1.045
TX201812 台指 2018/12,2018/10/16,2018/12,"9,850","9,894","9,895","4,091",1.045
TX201903 台指 2019/03,2018/10/16,2019/03,"9,802","9,862","9,848","2,899",1.045
TX201906 台指 2019/06,2018/10/16,2019/06,"9,782","9,817","9,804","1,240",1.045
TX201909 台指 2019/09,2018/10/16,2019/09,"9,380","9,430","9,430",480,1.045
TX201810 台指 2018/10,2018/10/17,2018/10,"10,082","9,993","9,994","32,289",1.045
TX201811 台指 2018/11,2018/10/17,2018/11,"10,050","9,972","9,965","86,577",1.045
TX201812 台指 2018/12,2018/10/17,2018/12,"10,042","9,965","9,941","4,156",1.045
TX201903 台指 2019/03,2018/10/17,2019/03,"9,985","9,878","9,878","2,974",1.045
TX201906 台指 2019/06,2018/10/17,2019/06,"9,915","9,865","9,843","1,268",1.045
TX201909 台指 2019/09,2018/10/17,2019/09,"9,542","9,494","9,494",489,1.045
TX201811 台指 2018/11,2018/10/18,2018/11,"9,923","9,884","9,883","85,021",1.045
TX201812 台指 2018/12,2018/10/18,2018/12,"9,912","9,868","9,868","4,417",1.045
TX201901 台指 2019/01,2018/10/18,2019/01,"9,908","9,852","9,852",35,1.045
TX201903 台指 2019/03,2018/10/18,2019/03,"9,870","9,821","9,821","3,025",1.045
TX201906 台指 2019/06,2018/10/18,2019/06,"9,805","9,770","9,770","1,282",1.045
TX201909 台指 2019/09,2018/10/18,2019/09,"9,447","9,400","9,400",516,1.045
TX201811 台指 2018/11,2018/10/19,2018/11,"9,753","9,905","9,901","86,311",1.045
TX201812 台指 2018/12,2018/10/19,2018/12,"9,741","9,889","9,887","4,708",1.045
TX201901 台指 2019/01,2018/10/19,2019/01,"9,752","9,880","9,880",87,1.045
TX201903 台指 2019/03,2018/10/19,2019/03,"9,687","9,843","9,843","3,074",1.045
TX201906 台指 2019/06,2018/10/19,2019/06,"9,645","9,793","9,793","1,309",1.045
TX201909 台指 2019/09,2018/10/19,2019/09,"9,265","9,427","9,418",533,1.045
TX201811 台指 2018/11,2018/10/22,2018/11,"9,813","9,935","9,935","84,096",1.045
TX201812 台指 2018/12,2018/10/22,2018/12,"9,806","9,925","9,923","5,018",1.045
TX201901 台指 2019/01,2018/10/22,2019/01,"9,793","9,911","9,911",250,1.045
TX201903 台指 2019/03,2018/10/22,2019/03,"9,762","9,879","9,877","3,122",1.045
TX201906 台指 2019/06,2018/10/22,2019/06,"9,715","9,823","9,830","1,320",1.045
TX201909 台指 2019/09,2018/10/22,2019/09,"9,350","9,440","9,454",535,1.045
TX201811 台指 2018/11,2018/10/23,2018/11,"9,825","9,728","9,729","88,689",1.045
TX201812 台指 2018/12,2018/10/23,2018/12,"9,826","9,716","9,717","5,190",1.045
TX201901 台指 2019/01,2018/10/23,2019/01,"9,817","9,706","9,706",325,1.045
TX201903 台指 2019/03,2018/10/23,2019/03,"9,778","9,677","9,677","3,194",1.045
TX201906 台指 2019/06,2018/10/23,2019/06,"9,709","9,632","9,632","1,370",1.045
TX201909 台指 2019/09,2018/10/23,2019/09,"9,350","9,274","9,252",558,1.045
TX201811 台指 2018/11,2018/10/24,2018/11,"9,753","9,715","9,715","86,603",1.045
TX201812 台指 2018/12,2018/10/24,2018/12,"9,728","9,703","9,702","4,737",1.045
TX201901 台指 2019/01,2018/10/24,2019/01,"9,716","9,693","9,693",485,1.045
TX201903 台指 2019/03,2018/10/24,2019/03,"9,700","9,653","9,653","3,085",1.045
TX201906 台指 2019/06,2018/10/24,2019/06,"9,660","9,612","9,612","1,415",1.045
TX201909 台指 2019/09,2018/10/24,2019/09,"9,279","9,237","9,237",557,1.045
TX201811 台指 2018/11,2018/10/25,2018/11,"9,423","9,486","9,486","90,740",1.045
TX201812 台指 2018/12,2018/10/25,2018/12,"9,398","9,473","9,472","4,625",1.045
TX201901 台指 2019/01,2018/10/25,2019/01,"9,400","9,460","9,460",895,1.045
TX201903 台指 2019/03,2018/10/25,2019/03,"9,361","9,425","9,425","3,236",1.045
TX201906 台指 2019/06,2018/10/25,2019/06,"9,349","9,379","9,379","1,442",1.045
TX201909 台指 2019/09,2018/10/25,2019/09,"8,998","9,010","9,010",579,1.045
TX201811 台指 2018/11,2018/10/26,2018/11,"9,547","9,424","9,424","89,424",1.045
TX201812 台指 2018/12,2018/10/26,2018/12,"9,540","9,410","9,409","4,344",1.045
TX201901 台指 2019/01,2018/10/26,2019/01,"9,518","9,406","9,406",944,1.045
TX201903 台指 2019/03,2018/10/26,2019/03,"9,496","9,377","9,377","3,278",1.045
TX201906 台指 2019/06,2018/10/26,2019/06,"9,426","9,332","9,332","1,441",1.045
TX201909 台指 2019/09,2018/10/26,2019/09,"9,060","8,950","8,950",590,1.045
TX201811 台指 2018/11,2018/10/29,2018/11,"9,527","9,473","9,472","85,965",1.045
TX201812 台指 2018/12,2018/10/29,2018/12,"9,518","9,460","9,460","4,847",1.045
TX201901 台指 2019/01,2018/10/29,2019/01,"9,508","9,452","9,452",980,1.045
TX201903 台指 2019/03,2018/10/29,2019/03,"9,463","9,414","9,414","3,296",1.045
TX201906 台指 2019/06,2018/10/29,2019/06,"9,404","9,372","9,370","1,470",1.045
TX201909 台指 2019/09,2018/10/29,2019/09,"9,024","9,002","9,002",630,1.045
TX201811 台指 2018/11,2018/10/30,2018/11,"9,465","9,524","9,523","87,712",1.045
TX201812 台指 2018/12,2018/10/30,2018/12,"9,440","9,512","9,511","4,699",1.045
TX201901 台指 2019/01,2018/10/30,2019/01,"9,462","9,497","9,497","1,049",1.045
TX201903 台指 2019/03,2018/10/30,2019/03,"9,400","9,467","9,467","3,362",1.045
TX201906 台指 2019/06,2018/10/30,2019/06,"9,353","9,422","9,422","1,494",1.045
TX201909 台指 2019/09,2018/10/30,2019/09,"9,017","9,052","9,052",651,1.045
TX201811 台指 2018/11,2018/10/31,2018/11,"9,595","9,724","9,725","87,995",1.045
TX201812 台指 2018/12,2018/10/31,2018/12,"9,587","9,714","9,712","4,817",1.045
TX201901 台指 2019/01,2018/10/31,2019/01,"9,579","9,697","9,697",949,1.045
TX201903 台指 2019/03,2018/10/31,2019/03,"9,546","9,665","9,665","3,083",1.045
TX201906 台指 2019/06,2018/10/31,2019/06,"9,496","9,630","9,630","1,501",1.045
TX201909 台指 2019/09,2018/10/31,2019/09,"9,152","9,248","9,248",652,1.045
TX201811 台指 2018/11,2018/11/1,2018/11,"9,750","9,787","9,788","88,528",1.045
TX201812 台指 2018/12,2018/11/1,2018/12,"9,728","9,776","9,776","5,163",1.045
TX201901 台指 2019/01,2018/11/1,2019/01,"9,715","9,761","9,761","1,003",1.045
TX201903 台指 2019/03,2018/11/1,2019/03,"9,685","9,733","9,733","3,143",1.045
TX201906 台指 2019/06,2018/11/1,2019/06,"9,656","9,692","9,681","1,512",1.045
TX201909 台指 2019/09,2018/11/1,2019/09,"9,236","9,313","9,313",659,1.045
TX201811 台指 2018/11,2018/11/2,2018/11,"9,868","9,874","9,872","89,739",1.045
TX201812 台指 2018/12,2018/11/2,2018/12,"9,850","9,861","9,859","5,164",1.045
TX201901 台指 2019/01,2018/11/2,2019/01,"9,840","9,839","9,839","1,008",1.045
TX201903 台指 2019/03,2018/11/2,2019/03,"9,800","9,806","9,806","3,159",1.045
TX201906 台指 2019/06,2018/11/2,2019/06,"9,751","9,760","9,760","1,476",1.045
TX201909 台指 2019/09,2018/11/2,2019/09,"9,400","9,386","9,396",683,1.045
TX201811 台指 2018/11,2018/11/5,2018/11,"9,803","9,817","9,817","86,752",1.045
TX201812 台指 2018/12,2018/11/5,2018/12,"9,799","9,802","9,801","5,517",1.045
TX201901 台指 2019/01,2018/11/5,2019/01,"9,765","9,792","9,792","1,096",1.045
TX201903 台指 2019/03,2018/11/5,2019/03,"9,743","9,753","9,753","3,193",1.045
TX201906 台指 2019/06,2018/11/5,2019/06,"9,679","9,703","9,703","1,478",1.045
TX201909 台指 2019/09,2018/11/5,2019/09,"9,313","9,335","9,335",718,1.045
TX201811 台指 2018/11,2018/11/6,2018/11,"9,849","9,774","9,774","89,946",1.045
TX201812 台指 2018/12,2018/11/6,2018/12,"9,823","9,760","9,758","5,549",1.045
TX201901 台指 2019/01,2018/11/6,2019/01,"9,805","9,743","9,743","1,143",1.045
TX201903 台指 2019/03,2018/11/6,2019/03,"9,790","9,703","9,703","3,245",1.045
TX201906 台指 2019/06,2018/11/6,2019/06,"9,741","9,655","9,655","1,487",1.045
TX201909 台指 2019/09,2018/11/6,2019/09,"9,354","9,285","9,285",730,1.045
TX201811 台指 2018/11,2018/11/7,2018/11,"9,785","9,848","9,847","92,197",1.045
TX201812 台指 2018/12,2018/11/7,2018/12,"9,775","9,830","9,829","5,895",1.045
TX201901 台指 2019/01,2018/11/7,2019/01,"9,752","9,815","9,815","1,151",1.045
TX201903 台指 2019/03,2018/11/7,2019/03,"9,730","9,780","9,780","3,324",1.045
TX201906 台指 2019/06,2018/11/7,2019/06,"9,676","9,743","9,730","1,596",1.045
TX201909 台指 2019/09,2018/11/7,2019/09,"9,309","9,348","9,348",740,1.045
TX201811 台指 2018/11,2018/11/8,2018/11,"9,980","9,924","9,922","94,782",1.045
TX201812 台指 2018/12,2018/11/8,2018/12,"9,968","9,904","9,903","6,541",1.045
TX201901 台指 2019/01,2018/11/8,2019/01,"9,956","9,890","9,890","1,225",1.045
TX201903 台指 2019/03,2018/11/8,2019/03,"9,880","9,850","9,850","3,341",1.045
TX201906 台指 2019/06,2018/11/8,2019/06,"9,868","9,803","9,803","1,657",1.045
TX201909 台指 2019/09,2018/11/8,2019/09,"9,470","9,420","9,420",737,1.045
TX201811 台指 2018/11,2018/11/9,2018/11,"9,897","9,789","9,791","93,163",1.045
TX201812 台指 2018/12,2018/11/9,2018/12,"9,878","9,771","9,773","6,615",1.045
TX201901 台指 2019/01,2018/11/9,2019/01,"9,855","9,761","9,761","1,266",1.045
TX201903 台指 2019/03,2018/11/9,2019/03,"9,820","9,727","9,727","3,430",1.045
TX201906 台指 2019/06,2018/11/9,2019/06,"9,765","9,679","9,679","1,703",1.045
TX201909 台指 2019/09,2018/11/9,2019/09,"9,360","9,305","9,305",750,1.045
TX201811 台指 2018/11,2018/11/12,2018/11,"9,750","9,812","9,812","92,130",1.045
TX201812 台指 2018/12,2018/11/12,2018/12,"9,730","9,794","9,794","7,177",1.045
TX201901 台指 2019/01,2018/11/12,2019/01,"9,716","9,780","9,780","1,327",1.045
TX201903 台指 2019/03,2018/11/12,2019/03,"9,680","9,745","9,745","3,463",1.045
TX201906 台指 2019/06,2018/11/12,2019/06,"9,640","9,692","9,692","1,718",1.045
TX201909 台指 2019/09,2018/11/12,2019/09,"9,260","9,314","9,316",768,1.045
TX201811 台指 2018/11,2018/11/13,2018/11,"9,600","9,728","9,726","89,851",1.045
TX201812 台指 2018/12,2018/11/13,2018/12,"9,600","9,709","9,708","7,895",1.045
TX201901 台指 2019/01,2018/11/13,2019/01,"9,568","9,690","9,690","1,441",1.045
TX201903 台指 2019/03,2018/11/13,2019/03,"9,525","9,654","9,654","3,542",1.045
TX201906 台指 2019/06,2018/11/13,2019/06,"9,451","9,598","9,598","1,725",1.045
TX201909 台指 2019/09,2018/11/13,2019/09,"9,136","9,227","9,227",788,1.045
TX201811 台指 2018/11,2018/11/14,2018/11,"9,768","9,769","9,768","89,518",1.045
TX201812 台指 2018/12,2018/11/14,2018/12,"9,751","9,746","9,745","9,222",1.045
TX201901 台指 2019/01,2018/11/14,2019/01,"9,742","9,725","9,725","1,270",1.045
TX201903 台指 2019/03,2018/11/14,2019/03,"9,700","9,686","9,686","3,465",1.045
TX201906 台指 2019/06,2018/11/14,2019/06,"9,650","9,636","9,636","1,745",1.045
TX201909 台指 2019/09,2018/11/14,2019/09,"9,265","9,263","9,263",825,1.045
TX201811 台指 2018/11,2018/11/15,2018/11,"9,790","9,827","9,827","83,685",1.045
TX201812 台指 2018/12,2018/11/15,2018/12,"9,770","9,804","9,804","12,973",1.045
TX201901 台指 2019/01,2018/11/15,2019/01,"9,755","9,786","9,785","1,294",1.045
TX201903 台指 2019/03,2018/11/15,2019/03,"9,697","9,744","9,744","3,547",1.045
TX201906 台指 2019/06,2018/11/15,2019/06,"9,660","9,691","9,691","1,760",1.045
TX201909 台指 2019/09,2018/11/15,2019/09,"9,317","9,307","9,317",825,1.045
TX201811 台指 2018/11,2018/11/16,2018/11,"9,877","9,783","9,785","76,936",1.045
TX201812 台指 2018/12,2018/11/16,2018/12,"9,862","9,768","9,768","21,245",1.045
TX201901 台指 2019/01,2018/11/16,2019/01,"9,843","9,752","9,752","1,367",1.045
TX201903 台指 2019/03,2018/11/16,2019/03,"9,804","9,698","9,698","3,579",1.045
TX201906 台指 2019/06,2018/11/16,2019/06,"9,732","9,653","9,653","1,789",1.045
TX201909 台指 2019/09,2018/11/16,2019/09,"9,380","9,280","9,280",810,1.045
TX201811 台指 2018/11,2018/11/19,2018/11,"9,802","9,819","9,818","66,221",1.045
TX201812 台指 2018/12,2018/11/19,2018/12,"9,768","9,800","9,800","41,668",1.045
TX201901 台指 2019/01,2018/11/19,2019/01,"9,771","9,784","9,784","1,632",1.045
TX201903 台指 2019/03,2018/11/19,2019/03,"9,732","9,736","9,736","3,547",1.045
TX201906 台指 2019/06,2018/11/19,2019/06,"9,683","9,685","9,685","1,805",1.045
TX201909 台指 2019/09,2018/11/19,2019/09,"9,312","9,315","9,315",813,1.045
TX201811 台指 2018/11,2018/11/20,2018/11,"9,755","9,732","9,732","42,369",1.045
TX201812 台指 2018/12,2018/11/20,2018/12,"9,739","9,711","9,711","69,919",1.045
TX201901 台指 2019/01,2018/11/20,2019/01,"9,730","9,693","9,693","1,801",1.045
TX201903 台指 2019/03,2018/11/20,2019/03,"9,677","9,655","9,655","3,530",1.045
TX201906 台指 2019/06,2018/11/20,2019/06,"9,625","9,604","9,604","1,810",1.045
TX201909 台指 2019/09,2018/11/20,2019/09,"9,261","9,235","9,235",813,1.045
TX201811 台指 2018/11,2018/11/21,2018/11,"9,661","9,743","9,743","30,094",1.045
TX201812 台指 2018/12,2018/11/21,2018/12,"9,647","9,729","9,728","83,170",1.045
TX201901 台指 2019/01,2018/11/21,2019/01,"9,620","9,713","9,712","2,229",1.045
TX201903 台指 2019/03,2018/11/21,2019/03,"9,585","9,676","9,676","3,542",1.045
TX201906 台指 2019/06,2018/11/21,2019/06,"9,519","9,618","9,618","1,833",1.045
TX201909 台指 2019/09,2018/11/21,2019/09,"9,153","9,229","9,244",826,1.045
TX201812 台指 2018/12,2018/11/22,2018/12,"9,766","9,714","9,714","85,056",1.045
TX201901 台指 2019/01,2018/11/22,2019/01,"9,739","9,697","9,697","2,391",1.045
TX201902 台指 2019/02,2018/11/22,2019/02,"9,729","9,681","9,681",69,1.045
TX201903 台指 2019/03,2018/11/22,2019/03,"9,708","9,662","9,662","3,555",1.045
TX201906 台指 2019/06,2018/11/22,2019/06,"9,655","9,592","9,606","1,843",1.045
TX201909 台指 2019/09,2018/11/22,2019/09,"9,279","9,221","9,230",832,1.045
TX201812 台指 2018/12,2018/11/23,2018/12,"9,715","9,620","9,625","86,286",1.045
TX201901 台指 2019/01,2018/11/23,2019/01,"9,691","9,608","9,610","2,642",1.045
TX201902 台指 2019/02,2018/11/23,2019/02,"9,693","9,600","9,600",105,1.045
TX201903 台指 2019/03,2018/11/23,2019/03,"9,650","9,576","9,578","3,553",1.045
TX201906 台指 2019/06,2018/11/23,2019/06,"9,613","9,523","9,523","1,841",1.045
TX201909 台指 2019/09,2018/11/23,2019/09,"9,245","9,142","9,142",834,1.045
TX201812 台指 2018/12,2018/11/26,2018/12,"9,668","9,768","9,769","87,962",1.045
TX201901 台指 2019/01,2018/11/26,2019/01,"9,641","9,754","9,754","2,800",1.045
TX201902 台指 2019/02,2018/11/26,2019/02,"9,638","9,735","9,735",180,1.045
TX201903 台指 2019/03,2018/11/26,2019/03,"9,616","9,716","9,716","2,245",1.045
TX201906 台指 2019/06,2018/11/26,2019/06,"9,560","9,661","9,661","1,227",1.045
TX201909 台指 2019/09,2018/11/26,2019/09,"9,143","9,281","9,281",823,1.045
TX201812 台指 2018/12,2018/11/27,2018/12,"9,727","9,741","9,739","88,109",1.045
TX201901 台指 2019/01,2018/11/27,2019/01,"9,718","9,725","9,723","2,914",1.045
TX201902 台指 2019/02,2018/11/27,2019/02,"9,699","9,706","9,706",213,1.045
TX201903 台指 2019/03,2018/11/27,2019/03,"9,665","9,690","9,690","2,256",1.045
TX201906 台指 2019/06,2018/11/27,2019/06,"9,625","9,630","9,630","1,259",1.045
TX201909 台指 2019/09,2018/11/27,2019/09,"9,248","9,251","9,251",833,1.045
TX201812 台指 2018/12,2018/11/28,2018/12,"9,780","9,870","9,868","90,927",1.045
TX201901 台指 2019/01,2018/11/28,2019/01,"9,767","9,853","9,853","3,316",1.045
TX201902 台指 2019/02,2018/11/28,2019/02,"9,753","9,831","9,831",311,1.045
TX201903 台指 2019/03,2018/11/28,2019/03,"9,731","9,815","9,815","2,197",1.045
TX201906 台指 2019/06,2018/11/28,2019/06,"9,673","9,752","9,752","1,233",1.045
TX201909 台指 2019/09,2018/11/28,2019/09,"9,274","9,366","9,366",828,1.045
TX201812 台指 2018/12,2018/11/29,2018/12,"9,984","9,877","9,877","89,383",1.045
TX201901 台指 2019/01,2018/11/29,2019/01,"9,974","9,861","9,861","3,680",1.045
TX201902 台指 2019/02,2018/11/29,2019/02,"9,944","9,847","9,847",387,1.045
TX201903 台指 2019/03,2018/11/29,2019/03,"9,941","9,827","9,827","2,212",1.045
TX201906 台指 2019/06,2018/11/29,2019/06,"9,882","9,765","9,765","1,305",1.045
TX201909 台指 2019/09,2018/11/29,2019/09,"9,455","9,380","9,380",837,1.045
TX201812 台指 2018/12,2018/11/30,2018/12,"9,900","9,853","9,854","89,271",1.045
TX201901 台指 2019/01,2018/11/30,2019/01,"9,890","9,839","9,838","3,783",1.045
TX201902 台指 2019/02,2018/11/30,2019/02,"9,870","9,824","9,824",398,1.045
TX201903 台指 2019/03,2018/11/30,2019/03,"9,856","9,803","9,803","2,215",1.045
TX201906 台指 2019/06,2018/11/30,2019/06,"9,790","9,745","9,745","1,311",1.045
TX201909 台指 2019/09,2018/11/30,2019/09,"9,425","9,360","9,360",841,1.045
TX201812 台指 2018/12,2018/12/3,2018/12,"10,012","10,122","10,119","93,241",1.045
TX201901 台指 2019/01,2018/12/3,2019/01,"9,978","10,106","10,104","5,027",1.045
TX201902 台指 2019/02,2018/12/3,2019/02,"9,970","10,091","10,091",554,1.045
TX201903 台指 2019/03,2018/12/3,2019/03,"9,955","10,071","10,071","2,165",1.045
TX201906 台指 2019/06,2018/12/3,2019/06,"9,898","10,009","10,009","1,330",1.045
TX201909 台指 2019/09,2018/12/3,2019/09,"9,515","9,626","9,626",823,1.045
TX201812 台指 2018/12,2018/12/4,2018/12,"10,080","10,042","10,040","88,437",1.045
TX201901 台指 2019/01,2018/12/4,2019/01,"10,067","10,028","10,025","5,335",1.045
TX201902 台指 2019/02,2018/12/4,2019/02,"10,061","10,011","10,011",597,1.045
TX201903 台指 2019/03,2018/12/4,2019/03,"10,024","9,986","9,986","2,191",1.045
TX201906 台指 2019/06,2018/12/4,2019/06,"9,960","9,928","9,928","1,351",1.045
TX201909 台指 2019/09,2018/12/4,2019/09,"9,577","9,545","9,545",843,1.045
TX201812 台指 2018/12,2018/12/5,2018/12,"9,900","9,878","9,878","86,856",1.045
TX201901 台指 2019/01,2018/12/5,2019/01,"9,872","9,865","9,863","5,677",1.045
TX201902 台指 2019/02,2018/12/5,2019/02,"9,857","9,851","9,851",619,1.045
TX201903 台指 2019/03,2018/12/5,2019/03,"9,837","9,828","9,828","2,222",1.045
TX201906 台指 2019/06,2018/12/5,2019/06,"9,778","9,776","9,776","1,350",1.045
TX201909 台指 2019/09,2018/12/5,2019/09,"9,380","9,395","9,395",850,1.045
TX201812 台指 2018/12,2018/12/6,2018/12,"9,813","9,674","9,672","88,792",1.045
TX201901 台指 2019/01,2018/12/6,2019/01,"9,809","9,658","9,657","6,244",1.045
TX201902 台指 2019/02,2018/12/6,2019/02,"9,800","9,640","9,640","1,013",1.045
TX201903 台指 2019/03,2018/12/6,2019/03,"9,781","9,623","9,623","2,332",1.045
TX201906 台指 2019/06,2018/12/6,2019/06,"9,728","9,561","9,561","1,359",1.045
TX201909 台指 2019/09,2018/12/6,2019/09,"9,350","9,140","9,140",858,1.045
TX201812 台指 2018/12,2018/12/7,2018/12,"9,735","9,746","9,746","87,028",1.045
TX201901 台指 2019/01,2018/12/7,2019/01,"9,720","9,728","9,728","7,095",1.045
TX201902 台指 2019/02,2018/12/7,2019/02,"9,699","9,714","9,714","1,113",1.045
TX201903 台指 2019/03,2018/12/7,2019/03,"9,677","9,692","9,692","2,445",1.045
TX201906 台指 2019/06,2018/12/7,2019/06,"9,615","9,630","9,630","1,345",1.045
TX201909 台指 2019/09,2018/12/7,2019/09,"9,236","9,239","9,239",848,1.045
TX201812 台指 2018/12,2018/12/10,2018/12,"9,565","9,626","9,626","84,952",1.045
TX201901 台指 2019/01,2018/12/10,2019/01,"9,563","9,610","9,609","8,293",1.045
TX201902 台指 2019/02,2018/12/10,2019/02,"9,540","9,592","9,592","1,194",1.045
TX201903 台指 2019/03,2018/12/10,2019/03,"9,501","9,575","9,575","2,725",1.045
TX201906 台指 2019/06,2018/12/10,2019/06,"9,450","9,514","9,514","1,357",1.045
TX201909 台指 2019/09,2018/12/10,2019/09,"9,083","9,118","9,118",838,1.045
TX201812 台指 2018/12,2018/12/11,2018/12,"9,654","9,687","9,687","84,020",1.045
TX201901 台指 2019/01,2018/12/11,2019/01,"9,634","9,665","9,665","9,526",1.045
TX201902 台指 2019/02,2018/12/11,2019/02,"9,602","9,642","9,642","1,251",1.045
TX201903 台指 2019/03,2018/12/11,2019/03,"9,608","9,629","9,629","2,798",1.045
TX201906 台指 2019/06,2018/12/11,2019/06,"9,550","9,566","9,566","1,373",1.045
TX201909 台指 2019/09,2018/12/11,2019/09,"9,148","9,174","9,174",846,1.045
TX201812 台指 2018/12,2018/12/12,2018/12,"9,759","9,818","9,814","81,745",1.045
TX201901 台指 2019/01,2018/12/12,2019/01,"9,729","9,796","9,792","10,313",1.045
TX201902 台指 2019/02,2018/12/12,2019/02,"9,719","9,775","9,775","1,431",1.045
TX201903 台指 2019/03,2018/12/12,2019/03,"9,700","9,758","9,758","2,818",1.045
TX201906 台指 2019/06,2018/12/12,2019/06,"9,646","9,691","9,691","1,379",1.045
TX201909 台指 2019/09,2018/12/12,2019/09,"9,220","9,299","9,299",854,1.045
TX201812 台指 2018/12,2018/12/13,2018/12,"9,831","9,856","9,852","79,177",1.045
TX201901 台指 2019/01,2018/12/13,2019/01,"9,814","9,840","9,834","14,147",1.045
TX201902 台指 2019/02,2018/12/13,2019/02,"9,784","9,818","9,817","1,512",1.045
TX201903 台指 2019/03,2018/12/13,2019/03,"9,761","9,786","9,786","2,832",1.045
TX201906 台指 2019/06,2018/12/13,2019/06,"9,692","9,738","9,733","1,382",1.045
TX201909 台指 2019/09,2018/12/13,2019/09,"9,298","9,343","9,343",863,1.045
TX201812 台指 2018/12,2018/12/14,2018/12,"9,805","9,730","9,729","69,472",1.045
TX201901 台指 2019/01,2018/12/14,2019/01,"9,803","9,712","9,709","21,656",1.045
TX201902 台指 2019/02,2018/12/14,2019/02,"9,785","9,695","9,694","1,538",1.045
TX201903 台指 2019/03,2018/12/14,2019/03,"9,720","9,675","9,675","2,890",1.045
TX201906 台指 2019/06,2018/12/14,2019/06,"9,692","9,617","9,617","1,369",1.045
TX201909 台指 2019/09,2018/12/14,2019/09,"9,280","9,222","9,222",869,1.045
TX201812 台指 2018/12,2018/12/17,2018/12,"9,753","9,790","9,790","51,547",1.045
TX201901 台指 2019/01,2018/12/17,2019/01,"9,719","9,772","9,772","42,268",1.045
TX201902 台指 2019/02,2018/12/17,2019/02,"9,700","9,753","9,753","1,632",1.045
TX201903 台指 2019/03,2018/12/17,2019/03,"9,671","9,732","9,732","2,931",1.045
TX201906 台指 2019/06,2018/12/17,2019/06,"9,617","9,668","9,668","1,371",1.045
TX201909 台指 2019/09,2018/12/17,2019/09,"9,258","9,276","9,276",877,1.045
TX201812 台指 2018/12,2018/12/18,2018/12,"9,718","9,718","9,717","29,681",1.045
TX201901 台指 2019/01,2018/12/18,2019/01,"9,700","9,692","9,689","70,599",1.045
TX201902 台指 2019/02,2018/12/18,2019/02,"9,679","9,675","9,673","1,718",1.045
TX201903 台指 2019/03,2018/12/18,2019/03,"9,645","9,654","9,653","2,934",1.045
TX201906 台指 2019/06,2018/12/18,2019/06,"9,587","9,600","9,600","1,474",1.045
TX201909 台指 2019/09,2018/12/18,2019/09,"9,227","9,214","9,207",891,1.045
TX201812 台指 2018/12,2018/12/19,2018/12,"9,758","9,768","9,768","19,732",1.045
TX201901 台指 2019/01,2018/12/19,2019/01,"9,712","9,750","9,747","79,079",1.045
TX201902 台指 2019/02,2018/12/19,2019/02,"9,708","9,732","9,729","1,788",1.045
TX201903 台指 2019/03,2018/12/19,2019/03,"9,699","9,708","9,706","3,003",1.045
TX201906 台指 2019/06,2018/12/19,2019/06,"9,620","9,648","9,647","1,472",1.045
TX201909 台指 2019/09,2018/12/19,2019/09,"9,219","9,257","9,257",902,1.045
TX201901 台指 2019/01,2018/12/20,2019/01,"9,638","9,641","9,639","85,071",1.045
TX201902 台指 2019/02,2018/12/20,2019/02,"9,614","9,624","9,621","2,064",1.045
TX201903 台指 2019/03,2018/12/20,2019/03,"9,608","9,603","9,601","3,025",1.045
TX201906 台指 2019/06,2018/12/20,2019/06,"9,544","9,538","9,538","1,476",1.045
TX201909 台指 2019/09,2018/12/20,2019/09,"9,144","9,139","9,147",910,1.045
TX201912 台指 2019/12,2018/12/20,2019/12,"9,254","9,088","9,097",29,1.045
TX201901 台指 2019/01,2018/12/21,2019/01,"9,624","9,660","9,657","84,378",1.045
TX201902 台指 2019/02,2018/12/21,2019/02,"9,605","9,640","9,640","2,442",1.045
TX201903 台指 2019/03,2018/12/21,2019/03,"9,580","9,617","9,617","3,065",1.045
